EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SWTD,SWXD,ROFC,DRNC,PREC,IR#C,IRRC,LATFC,DTWT,MWTD,TDFD,TDFC,ROFD,ROSD,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW8D,SW9D,SW10D,SW11D
019_AAAC,CRGRO048,1,1,2019-05-04T00:00:00Z,0,311,90,0,0,0,0,0,0,189,0,0,0,0,0,0.086,0.086,0.086,0.086,0.086,0.076,0.082,0.135,0.157,0.258,0.258
019_AAAC,CRGRO048,1,1,2019-05-05T00:00:00Z,1,311,90,0,18,13,1,8,0,202,0,0,0,0,0,0.201,0.152,0.128,0.109,0.086,0.076,0.082,0.135,0.157,0.237,0.22
019_AAAC,CRGRO048,1,1,2019-05-06T00:00:00Z,2,296,75,0,28,13,1,8,0,209,0,0,0,0,0,0.035,0.129,0.119,0.113,0.105,0.076,0.082,0.135,0.157,0.228,0.2
019_AAAC,CRGRO048,1,1,2019-05-07T00:00:00Z,3,292,71,0,31,13,1,8,0,212,0,0,0,0,0,0.038,0.118,0.115,0.113,0.11,0.076,0.082,0.135,0.157,0.225,0.192
019_AAAC,CRGRO048,1,1,2019-05-08T00:00:00Z,4,291,70,0,32,13,1,8,0,213,0,0,0,0,0,0.038,0.113,0.115,0.113,0.111,0.076,0.082,0.135,0.158,0.225,0.189
019_AAAC,CRGRO048,1,1,2019-05-09T00:00:00Z,5,291,70,0,32,13,1,8,0,213,0,0,0,0,0,0.038,0.112,0.115,0.113,0.111,0.076,0.082,0.135,0.158,0.225,0.189
019_AAAC,CRGRO048,1,1,2019-05-10T00:00:00Z,6,292,71,0,32,15,1,8,0,213,0,0,0,0,0,0.068,0.111,0.115,0.113,0.111,0.076,0.082,0.135,0.158,0.224,0.189
019_AAAC,CRGRO048,1,1,2019-05-11T00:00:00Z,7,291,69,0,32,15,1,8,0,213,0,0,0,0,0,0.037,0.11,0.115,0.113,0.111,0.076,0.082,0.135,0.158,0.224,0.189
019_AAAC,CRGRO048,1,1,2019-05-12T00:00:00Z,8,309,88,0,32,34,1,8,0,213,0,0,0,0,0,0.252,0.144,0.135,0.126,0.117,0.076,0.082,0.135,0.158,0.224,0.189
019_AAAC,CRGRO048,1,1,2019-05-13T00:00:00Z,9,306,85,0,32,34,1,8,0,213,0,0,0,0,0,0.092,0.125,0.122,0.118,0.119,0.102,0.082,0.135,0.158,0.224,0.189
019_AAAC,CRGRO048,1,1,2019-05-14T00:00:00Z,10,303,82,0,32,34,1,8,0,213,0,0,0,0,0,0.036,0.116,0.116,0.115,0.119,0.106,0.083,0.135,0.158,0.224,0.189
