EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SWTD,SWXD,ROFC,DRNC,PREC,IR#C,IRRC,LATFC,DTWT,MWTD,TDFD,TDFC,ROFD,ROSD,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW8D,SW9D,SW10D,SW11D
022_AAAF,CRGRO048,1,1,2022-05-04T00:00:00Z,0,311,90,0,0,0,0,0,0,189,0,0,0,0,0,0.086,0.086,0.086,0.086,0.086,0.076,0.082,0.135,0.157,0.258,0.258
022_AAAF,CRGRO048,1,1,2022-05-05T00:00:00Z,1,297,76,0,18,0,1,8,0,202,0,0,0,0,0,0.119,0.115,0.09,0.086,0.086,0.076,0.082,0.135,0.157,0.237,0.22
022_AAAF,CRGRO048,1,1,2022-05-06T00:00:00Z,2,286,65,0,27,0,1,8,0,209,0,0,0,0,0,0.051,0.115,0.094,0.086,0.086,0.076,0.082,0.135,0.157,0.228,0.202
022_AAAF,CRGRO048,1,1,2022-05-07T00:00:00Z,3,281,60,0,31,0,1,8,0,212,0,0,0,0,0,0.038,0.113,0.095,0.086,0.086,0.076,0.082,0.135,0.157,0.225,0.193
022_AAAF,CRGRO048,1,1,2022-05-08T00:00:00Z,4,280,59,0,32,0,1,8,0,213,0,0,0,0,0,0.038,0.111,0.095,0.086,0.086,0.076,0.082,0.135,0.158,0.225,0.189
022_AAAF,CRGRO048,1,1,2022-05-09T00:00:00Z,5,280,58,0,32,0,1,8,0,213,0,0,0,0,0,0.038,0.109,0.095,0.086,0.086,0.076,0.082,0.135,0.158,0.225,0.189
022_AAAF,CRGRO048,1,1,2022-05-10T00:00:00Z,6,279,58,0,32,0,1,8,0,213,0,0,0,0,0,0.038,0.108,0.095,0.086,0.086,0.076,0.082,0.135,0.158,0.224,0.189
022_AAAF,CRGRO048,1,1,2022-05-11T00:00:00Z,7,279,58,0,32,0,1,8,0,213,0,0,0,0,0,0.038,0.106,0.095,0.087,0.086,0.076,0.082,0.135,0.158,0.224,0.189
022_AAAF,CRGRO048,1,1,2022-05-12T00:00:00Z,8,279,58,0,32,0,1,8,0,213,0,0,0,0,0,0.037,0.105,0.095,0.087,0.086,0.076,0.082,0.135,0.158,0.224,0.189
022_AAAF,CRGRO048,1,1,2022-05-13T00:00:00Z,9,281,59,0,32,2,1,8,0,213,0,0,0,0,0,0.067,0.104,0.095,0.087,0.086,0.076,0.082,0.135,0.158,0.224,0.189
022_AAAF,CRGRO048,1,1,2022-05-14T00:00:00Z,10,279,58,0,32,2,1,8,0,213,0,0,0,0,0,0.037,0.102,0.095,0.087,0.086,0.076,0.082,0.135,0.158,0.224,0.189
022_AAAF,CRGRO048,1,1,2022-05-15T00:00:00Z,11,279,58,0,32,2,1,8,0,213,0,0,0,0,0,0.037,0.1,0.094,0.087,0.086,0.076,0.082,0.135,0.158,0.224,0.189
022_AAAF,CRGRO048,1,1,2022-05-16T00:00:00Z,12,278,57,0,32,2,1,8,0,213,0,0,0,0,0,0.037,0.098,0.094,0.087,0.086,0.076,0.082,0.135,0.159,0.223,0.189
022_AAAF,CRGRO048,1,1,2022-05-17T00:00:00Z,13,279,58,0,32,3,1,8,0,213,0,0,0,0,0,0.053,0.095,0.093,0.087,0.086,0.076,0.083,0.135,0.159,0.223,0.189
022_AAAF,CRGRO048,1,1,2022-05-18T00:00:00Z,14,278,57,0,32,3,1,8,0,213,0,0,0,0,0,0.037,0.093,0.092,0.087,0.086,0.076,0.083,0.135,0.159,0.223,0.189
022_AAAF,CRGRO048,1,1,2022-05-19T00:00:00Z,15,277,56,0,32,3,1,8,0,213,0,0,0,0,0,0.037,0.091,0.091,0.087,0.086,0.076,0.083,0.135,0.159,0.223,0.189
022_AAAF,CRGRO048,1,1,2022-05-20T00:00:00Z,16,279,57,0,32,4,1,8,0,213,0,0,0,0,0,0.067,0.089,0.09,0.087,0.086,0.076,0.083,0.135,0.159,0.223,0.189
022_AAAF,CRGRO048,1,1,2022-05-21T00:00:00Z,17,277,56,0,32,4,1,8,0,213,0,0,0,0,0,0.036,0.088,0.089,0.086,0.086,0.076,0.083,0.135,0.159,0.223,0.189
022_AAAF,CRGRO048,1,1,2022-05-22T00:00:00Z,18,277,56,0,32,5,1,8,0,213,0,0,0,0,0,0.052,0.087,0.088,0.086,0.086,0.076,0.083,0.135,0.159,0.222,0.189
022_AAAF,CRGRO048,1,1,2022-05-23T00:00:00Z,19,279,58,0,32,7,1,8,0,213,0,0,0,0,0,0.086,0.085,0.086,0.085,0.086,0.076,0.083,0.135,0.159,0.222,0.189
022_AAAF,CRGRO048,1,1,2022-05-24T00:00:00Z,20,276,55,0,32,7,1,8,0,213,0,0,0,0,0,0.035,0.084,0.085,0.085,0.086,0.076,0.083,0.135,0.16,0.222,0.189
022_AAAF,CRGRO048,1,1,2022-05-25T00:00:00Z,21,276,55,0,32,7,1,8,0,213,0,0,0,0,0,0.036,0.083,0.084,0.084,0.086,0.076,0.083,0.135,0.16,0.222,0.189
022_AAAF,CRGRO048,1,1,2022-05-26T00:00:00Z,22,288,67,0,32,20,1,8,0,213,0,0,0,0,0,0.19,0.118,0.094,0.084,0.086,0.076,0.083,0.135,0.16,0.222,0.189
022_AAAF,CRGRO048,1,1,2022-05-27T00:00:00Z,23,282,61,0,32,20,1,8,0,213,0,0,0,0,0,0.035,0.121,0.111,0.084,0.086,0.076,0.083,0.135,0.16,0.222,0.189
022_AAAF,CRGRO048,1,1,2022-05-28T00:00:00Z,24,281,60,0,32,20,1,8,0,213,0,0,0,0,0,0.038,0.113,0.11,0.088,0.086,0.076,0.083,0.135,0.16,0.221,0.189
022_AAAF,CRGRO048,1,1,2022-05-29T00:00:00Z,25,281,60,0,32,20,1,8,0,213,0,0,0,0,0,0.038,0.109,0.107,0.088,0.086,0.076,0.083,0.135,0.16,0.221,0.189
